Category,PermitNum,PermitClass,DateIssued,ProjectType,ResidentialType
Building & Trades Permits,B-20-4162,Commercial Building Permit,2020-12-04 21:13:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4194,Commercial Building Permit,2020-12-04 21:03:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4193,Commercial Building Permit,2020-12-04 20:15:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4192,Commercial Building Permit,2020-12-04 18:53:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4028,Commercial Building Permit,2020-12-04 16:15:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4190,Commercial Building Permit,2020-12-04 15:45:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3758,Commercial Building Permit,2020-12-04 15:16:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4103,Commercial Building Permit,2020-12-04 13:29:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4148,Commercial Building Permit,2020-12-03 21:13:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4174,Commercial Building Permit,2020-12-03 20:56:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4175,Commercial Building Permit,2020-12-03 20:41:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4141,Commercial Building Permit,2020-12-03 20:24:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4165,Commercial Building Permit,2020-12-03 15:35:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4101,Commercial Building Permit,2020-12-02 20:28:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4126,Commercial Building Permit,2020-12-02 18:54:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4137,Commercial Building Permit,2020-12-02 17:05:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4116,Commercial Building Permit,2020-12-02 02:55:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4145,Commercial Building Permit,2020-12-02 01:11:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4052,Commercial Building Permit,2020-12-01 23:57:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4139,Commercial Building Permit,2020-12-01 22:53:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4138,Commercial Building Permit,2020-12-01 22:52:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4023,Commercial Building Permit,2020-12-01 14:17:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4107,Commercial Building Permit,2020-11-30 19:28:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3959,Commercial Building Permit,2020-11-30 16:35:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3972,Commercial Building Permit,2020-11-30 14:33:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4102,Commercial Building Permit,2020-11-24 19:33:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4074,Commercial Building Permit,2020-11-24 17:16:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4086,Commercial Building Permit,2020-11-24 16:29:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4046,Commercial Building Permit,2020-11-23 20:22:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3956,Commercial Building Permit,2020-11-23 19:09:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4080,Commercial Building Permit,2020-11-23 17:48:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4081,Commercial Building Permit,2020-11-23 17:45:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4007,Commercial Building Permit,2020-11-23 17:37:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3955,Commercial Building Permit,2020-11-23 16:02:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4087,Commercial Building Permit,2020-11-20 20:40:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3983,Commercial Building Permit,2020-11-20 18:21:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4089,Commercial Building Permit,2020-11-20 17:28:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4035,Commercial Building Permit,2020-11-20 17:04:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4029,Commercial Building Permit,2020-11-20 15:06:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3958,Commercial Building Permit,2020-11-20 11:33:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4038,Commercial Building Permit,2020-11-19 21:12:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4069,Commercial Building Permit,2020-11-19 20:36:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4070,Commercial Building Permit,2020-11-19 20:27:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4063,Commercial Building Permit,2020-11-19 20:27:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4061,Commercial Building Permit,2020-11-19 20:25:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4062,Commercial Building Permit,2020-11-19 20:21:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3843,Commercial Building Permit,2020-11-19 18:29:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4037,Commercial Building Permit,2020-11-19 13:37:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4065,Commercial Building Permit,2020-11-18 20:46:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3960,Commercial Building Permit,2020-11-18 18:50:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4014,Commercial Building Permit,2020-11-18 17:02:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4009,Commercial Building Permit,2020-11-18 15:09:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3862,Commercial Building Permit,2020-11-18 13:52:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-3863,Commercial Building Permit,2020-11-18 13:51:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4044,Commercial Building Permit,2020-11-18 00:19:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4050,Commercial Building Permit,2020-11-17 19:41:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4051,Commercial Building Permit,2020-11-17 17:40:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3971,Commercial Building Permit,2020-11-17 17:38:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3967,Commercial Building Permit,2020-11-17 17:35:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4021,Commercial Building Permit,2020-11-17 15:03:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4024,Commercial Building Permit,2020-11-17 15:01:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4020,Commercial Building Permit,2020-11-17 14:59:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4022,Commercial Building Permit,2020-11-17 14:57:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4036,Commercial Building Permit,2020-11-17 12:02:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4047,Commercial Building Permit,2020-11-16 19:28:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3952,Commercial Building Permit,2020-11-16 17:09:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4010,Commercial Building Permit,2020-11-16 16:48:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-4034,Commercial Building Permit,2020-11-13 15:48:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3984,Commercial Building Permit,2020-11-13 14:21:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4031,Commercial Building Permit,2020-11-13 13:32:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4030,Commercial Building Permit,2020-11-13 13:13:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4019,Commercial Building Permit,2020-11-12 20:46:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4017,Commercial Building Permit,2020-11-12 20:43:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3713,Commercial Building Permit,2020-11-12 19:33:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4001,Commercial Building Permit,2020-11-12 18:41:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4018,Commercial Building Permit,2020-11-10 21:54:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4008,Commercial Building Permit,2020-11-10 21:03:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3954,Commercial Building Permit,2020-11-10 20:30:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-3969,Commercial Building Permit,2020-11-10 15:07:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3953,Commercial Building Permit,2020-11-09 21:44:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3964,Commercial Building Permit,2020-11-09 19:30:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3924,Commercial Building Permit,2020-11-09 15:42:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3666,Commercial Building Permit,2020-11-09 15:17:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-3665,Commercial Building Permit,2020-11-09 15:17:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-3664,Commercial Building Permit,2020-11-09 15:16:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-3663,Commercial Building Permit,2020-11-09 15:16:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-3667,Commercial Building Permit,2020-11-09 15:15:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-20-4005,Commercial Building Permit,2020-11-09 14:16:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4002,Commercial Building Permit,2020-11-09 13:22:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4000,Commercial Building Permit,2020-11-09 13:19:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3698,Commercial Building Permit,2020-11-09 13:16:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3671,Commercial Building Permit,2020-11-09 13:15:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3700,Commercial Building Permit,2020-11-09 13:08:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3701,Commercial Building Permit,2020-11-09 13:05:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3994,Commercial Building Permit,2020-11-09 12:56:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3660,Commercial Building Permit,2020-11-06 18:58:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3957,Commercial Building Permit,2020-11-06 18:57:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3982,Commercial Building Permit,2020-11-06 17:11:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3985,Commercial Building Permit,2020-11-06 17:04:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3981,Commercial Building Permit,2020-11-06 15:03:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3882,Commercial Building Permit,2020-11-05 17:57:00,Residential,Residential Single Family
