Category,PermitNum,PermitClass,DateIssued,ProjectType,ResidentialType
Building & Trades Permits,B-21-1647,Commercial Building Permit,2021-07-15 12:39:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1616,Commercial Building Permit,2021-07-14 19:04:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1588,Commercial Building Permit,2021-07-14 18:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1516,Commercial Building Permit,2021-07-14 16:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1615,Commercial Building Permit,2021-07-14 13:30:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1247,Commercial Building Permit,2021-07-14 02:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1515,Commercial Building Permit,2021-07-13 18:36:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1620,Commercial Building Permit,2021-07-13 18:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1510,Commercial Building Permit,2021-07-13 18:12:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1585,Commercial Building Permit,2021-07-13 17:57:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1549,Commercial Building Permit,2021-07-13 15:35:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1583,Commercial Building Permit,2021-07-13 15:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1590,Commercial Building Permit,2021-07-13 13:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1587,Commercial Building Permit,2021-07-13 13:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1276,Commercial Building Permit,2021-07-13 02:23:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1281,Commercial Building Permit,2021-07-13 02:22:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1280,Commercial Building Permit,2021-07-13 02:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1277,Commercial Building Permit,2021-07-13 02:20:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1278,Commercial Building Permit,2021-07-13 02:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1287,Commercial Building Permit,2021-07-13 02:17:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1593,Commercial Building Permit,2021-07-12 20:30:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1582,Commercial Building Permit,2021-07-12 20:09:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1473,Commercial Building Permit,2021-07-12 20:07:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1586,Commercial Building Permit,2021-07-12 15:29:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1584,Commercial Building Permit,2021-07-12 15:24:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1076,Commercial Building Permit,2021-07-09 21:40:00,Residential,Residential Single Family
Building & Trades Permits,B-21-655,Commercial Building Permit,2021-07-09 20:03:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1270,Commercial Building Permit,2021-07-09 20:02:00,Residential,Residential Single Family
Building & Trades Permits,B-21-201,Commercial Building Permit,2021-07-09 15:23:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1435,Commercial Building Permit,2021-07-08 23:40:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1488,Commercial Building Permit,2021-07-08 20:08:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1484,Commercial Building Permit,2021-07-08 20:08:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1485,Commercial Building Permit,2021-07-08 20:08:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1486,Commercial Building Permit,2021-07-08 20:08:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1487,Commercial Building Permit,2021-07-08 20:08:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1477,Commercial Building Permit,2021-07-08 20:06:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1478,Commercial Building Permit,2021-07-08 20:06:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1479,Commercial Building Permit,2021-07-08 20:06:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1480,Commercial Building Permit,2021-07-08 20:06:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1481,Commercial Building Permit,2021-07-08 20:06:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1457,Commercial Building Permit,2021-07-08 20:04:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1458,Commercial Building Permit,2021-07-08 20:04:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1456,Commercial Building Permit,2021-07-08 20:03:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1454,Commercial Building Permit,2021-07-08 20:02:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1455,Commercial Building Permit,2021-07-08 20:02:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1450,Commercial Building Permit,2021-07-08 20:00:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1449,Commercial Building Permit,2021-07-08 20:00:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1449,Commercial Building Permit,2021-07-08 20:00:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1448,Commercial Building Permit,2021-07-08 19:59:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1447,Commercial Building Permit,2021-07-08 19:58:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1432,Commercial Building Permit,2021-07-08 18:29:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1221,Commercial Building Permit,2021-07-08 15:15:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1537,Commercial Building Permit,2021-07-08 14:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1504,Commercial Building Permit,2021-07-07 19:15:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1433,Commercial Building Permit,2021-07-07 18:15:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1233,Commercial Building Permit,2021-07-07 18:03:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1234,Commercial Building Permit,2021-07-07 18:02:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1235,Commercial Building Permit,2021-07-07 18:02:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1237,Commercial Building Permit,2021-07-07 17:33:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1238,Commercial Building Permit,2021-07-07 17:33:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1236,Commercial Building Permit,2021-07-07 17:28:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1232,Commercial Building Permit,2021-07-07 17:24:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1230,Commercial Building Permit,2021-07-07 17:23:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1231,Commercial Building Permit,2021-07-07 17:23:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1229,Commercial Building Permit,2021-07-07 17:22:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1530,Commercial Building Permit,2021-07-07 17:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1518,Commercial Building Permit,2021-07-07 17:10:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1472,Commercial Building Permit,2021-07-07 17:09:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1225,Commercial Building Permit,2021-07-07 16:24:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1224,Commercial Building Permit,2021-07-07 16:23:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1223,Commercial Building Permit,2021-07-07 16:20:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1222,Commercial Building Permit,2021-07-07 16:18:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1514,Commercial Building Permit,2021-07-07 13:01:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1533,Commercial Building Permit,2021-07-06 19:24:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1501,Commercial Building Permit,2021-07-06 19:06:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1532,Commercial Building Permit,2021-07-06 18:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1505,Commercial Building Permit,2021-07-06 11:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1186,Commercial Building Permit,2021-07-06 03:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1520,Commercial Building Permit,2021-07-02 18:06:00,Residential,Residential Single Family
Building & Trades Permits,B-21-853,Commercial Building Permit,2021-07-01 17:36:00,Residential,Residential Single Family
Building & Trades Permits,B-21-955,Commercial Building Permit,2021-07-01 17:05:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1342,Commercial Building Permit,2021-07-01 16:50:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1423,Commercial Building Permit,2021-07-01 16:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1462,Commercial Building Permit,2021-07-01 15:55:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-1461,Commercial Building Permit,2021-07-01 15:52:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-1482,Commercial Building Permit,2021-06-30 17:42:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1483,Commercial Building Permit,2021-06-30 17:42:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4307,Commercial Building Permit,2021-06-30 15:00:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1438,Commercial Building Permit,2021-06-30 14:51:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1442,Commercial Building Permit,2021-06-30 13:49:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1441,Commercial Building Permit,2021-06-30 13:48:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1440,Commercial Building Permit,2021-06-30 13:47:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1439,Commercial Building Permit,2021-06-30 13:45:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1475,Commercial Building Permit,2021-06-30 13:32:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1467,Commercial Building Permit,2021-06-29 23:12:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1167,Commercial Building Permit,2021-06-29 22:02:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1459,Commercial Building Permit,2021-06-29 18:08:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1464,Commercial Building Permit,2021-06-29 14:29:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1446,Commercial Building Permit,2021-06-29 14:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1418,Commercial Building Permit,2021-06-28 19:47:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1471,Commercial Building Permit,2021-06-28 19:08:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1392,Commercial Building Permit,2021-06-28 18:58:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1469,Commercial Building Permit,2021-06-28 18:58:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1310,Commercial Building Permit,2021-06-28 16:33:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1468,Commercial Building Permit,2021-06-28 15:41:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1437,Commercial Building Permit,2021-06-28 14:22:00,Residential,Residential Single Family
Building & Trades Permits,B-21-858,Commercial Building Permit,2021-06-28 13:48:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1289,Commercial Building Permit,2021-06-25 19:42:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1301,Commercial Building Permit,2021-06-25 19:40:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1297,Commercial Building Permit,2021-06-25 19:38:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1421,Commercial Building Permit,2021-06-25 19:30:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-1288,Commercial Building Permit,2021-06-25 19:28:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1298,Commercial Building Permit,2021-06-25 19:26:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1302,Commercial Building Permit,2021-06-25 19:23:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1291,Commercial Building Permit,2021-06-25 19:22:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1293,Commercial Building Permit,2021-06-25 19:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1294,Commercial Building Permit,2021-06-25 19:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1295,Commercial Building Permit,2021-06-25 19:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1299,Commercial Building Permit,2021-06-25 19:17:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1420,Commercial Building Permit,2021-06-25 14:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1381,Commercial Building Permit,2021-06-25 13:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1443,Commercial Building Permit,2021-06-25 13:52:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1428,Commercial Building Permit,2021-06-24 22:23:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1427,Commercial Building Permit,2021-06-24 22:21:00,Residential,Residential Single Family
Building & Trades Permits,B-20-2519,Commercial Building Permit,2021-06-24 19:32:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-2514,Commercial Building Permit,2021-06-24 18:20:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-2513,Commercial Building Permit,2021-06-24 18:17:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-20-2518,Commercial Building Permit,2021-06-24 18:14:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-386,Commercial Building Permit,2021-06-24 15:09:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1395,Commercial Building Permit,2021-06-23 17:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1422,Commercial Building Permit,2021-06-23 16:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1415,Commercial Building Permit,2021-06-23 14:08:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-1388,Commercial Building Permit,2021-06-23 13:51:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1360,Commercial Building Permit,2021-06-23 13:37:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1412,Commercial Building Permit,2021-06-23 11:53:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-1413,Commercial Building Permit,2021-06-23 11:52:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-976,Commercial Building Permit,2021-06-22 16:02:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1219,Commercial Building Permit,2021-06-21 20:26:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1038,Commercial Building Permit,2021-06-21 19:08:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1410,Commercial Building Permit,2021-06-21 17:39:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1382,Commercial Building Permit,2021-06-21 15:59:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1192,Commercial Building Permit,2021-06-21 14:11:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1366,Commercial Building Permit,2021-06-21 13:08:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1371,Commercial Building Permit,2021-06-21 12:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1365,Commercial Building Permit,2021-06-18 20:46:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1330,Commercial Building Permit,2021-06-18 16:56:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1328,Commercial Building Permit,2021-06-18 16:55:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1326,Commercial Building Permit,2021-06-18 16:54:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1325,Commercial Building Permit,2021-06-18 16:53:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1324,Commercial Building Permit,2021-06-18 16:51:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1323,Commercial Building Permit,2021-06-18 16:50:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1322,Commercial Building Permit,2021-06-18 16:49:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1321,Commercial Building Permit,2021-06-18 16:48:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1320,Commercial Building Permit,2021-06-18 16:47:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1319,Commercial Building Permit,2021-06-18 16:46:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1318,Commercial Building Permit,2021-06-18 16:45:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1317,Commercial Building Permit,2021-06-18 16:44:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1315,Commercial Building Permit,2021-06-18 16:42:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1314,Commercial Building Permit,2021-06-18 16:41:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1313,Commercial Building Permit,2021-06-18 16:38:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1312,Commercial Building Permit,2021-06-18 16:32:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1369,Commercial Building Permit,2021-06-18 16:30:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1311,Commercial Building Permit,2021-06-18 16:30:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1309,Commercial Building Permit,2021-06-18 16:29:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1308,Commercial Building Permit,2021-06-18 16:28:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1307,Commercial Building Permit,2021-06-18 16:26:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1333,Commercial Building Permit,2021-06-18 16:00:00,Residential,Mobile Home
Building & Trades Permits,B-21-1397,Commercial Building Permit,2021-06-17 17:26:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1396,Commercial Building Permit,2021-06-17 14:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1374,Commercial Building Permit,2021-06-17 01:35:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1158,Commercial Building Permit,2021-06-16 21:20:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1389,Commercial Building Permit,2021-06-16 19:43:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1363,Commercial Building Permit,2021-06-16 19:35:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1391,Commercial Building Permit,2021-06-16 16:57:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1386,Commercial Building Permit,2021-06-16 16:37:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1376,Commercial Building Permit,2021-06-16 00:06:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1348,Commercial Building Permit,2021-06-15 18:36:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1380,Commercial Building Permit,2021-06-15 17:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1305,Commercial Building Permit,2021-06-15 15:51:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1378,Commercial Building Permit,2021-06-15 14:37:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1355,Commercial Building Permit,2021-06-15 14:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1373,Commercial Building Permit,2021-06-15 14:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1250,Commercial Building Permit,2021-06-15 11:11:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1336,Commercial Building Permit,2021-06-15 00:00:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1375,Commercial Building Permit,2021-06-14 16:07:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1306,Commercial Building Permit,2021-06-14 16:05:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1135,Commercial Building Permit,2021-06-12 04:09:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1304,Commercial Building Permit,2021-06-11 18:45:00,Residential,Residential Single Family
Building & Trades Permits,B-21-233,Commercial Building Permit,2021-06-10 20:04:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1345,Commercial Building Permit,2021-06-10 18:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1125,Commercial Building Permit,2021-06-10 15:39:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1124,Commercial Building Permit,2021-06-10 15:39:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1126,Commercial Building Permit,2021-06-10 15:38:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1127,Commercial Building Permit,2021-06-10 15:38:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1122,Commercial Building Permit,2021-06-10 15:35:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1123,Commercial Building Permit,2021-06-10 15:35:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1121,Commercial Building Permit,2021-06-10 15:29:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1120,Commercial Building Permit,2021-06-10 15:29:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1119,Commercial Building Permit,2021-06-10 15:24:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1118,Commercial Building Permit,2021-06-10 15:23:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1117,Commercial Building Permit,2021-06-10 15:21:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1116,Commercial Building Permit,2021-06-10 15:08:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1115,Commercial Building Permit,2021-06-10 15:07:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1114,Commercial Building Permit,2021-06-10 15:06:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1113,Commercial Building Permit,2021-06-10 15:05:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1112,Commercial Building Permit,2021-06-10 15:04:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1347,Commercial Building Permit,2021-06-10 13:03:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1341,Commercial Building Permit,2021-06-10 12:59:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1334,Commercial Building Permit,2021-06-09 18:02:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1268,Commercial Building Permit,2021-06-09 17:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1354,Commercial Building Permit,2021-06-09 17:20:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1337,Commercial Building Permit,2021-06-09 17:03:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1162,Commercial Building Permit,2021-06-09 14:55:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1340,Commercial Building Permit,2021-06-09 14:49:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1338,Commercial Building Permit,2021-06-09 13:20:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1344,Commercial Building Permit,2021-06-09 12:04:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1266,Commercial Building Permit,2021-06-09 02:42:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1201,Commercial Building Permit,2021-06-08 21:20:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1195,Commercial Building Permit,2021-06-08 19:41:00,Residential,Modular Home
Building & Trades Permits,B-21-1273,Commercial Building Permit,2021-06-08 18:10:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1303,Commercial Building Permit,2021-06-08 16:00:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1329,Commercial Building Permit,2021-06-08 15:14:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1137,Commercial Building Permit,2021-06-07 18:51:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1327,Commercial Building Permit,2021-06-07 16:01:00,Residential,Residential Single Family
Building & Trades Permits,B-20-3763,Commercial Building Permit,2021-06-07 15:26:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1157,Commercial Building Permit,2021-06-07 14:47:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1133,Commercial Building Permit,2021-06-06 13:33:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1264,Commercial Building Permit,2021-06-04 19:24:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1269,Commercial Building Permit,2021-06-04 19:23:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1290,Commercial Building Permit,2021-06-04 15:44:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1248,Commercial Building Permit,2021-06-04 15:24:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1254,Commercial Building Permit,2021-06-03 19:06:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1144,Commercial Building Permit,2021-06-03 16:33:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1194,Commercial Building Permit,2021-06-03 13:20:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1028,Commercial Building Permit,2021-06-03 02:25:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1244,Commercial Building Permit,2021-06-02 19:27:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1267,Commercial Building Permit,2021-06-02 19:26:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1153,Commercial Building Permit,2021-06-02 18:44:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1211,Commercial Building Permit,2021-06-02 17:27:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1258,Commercial Building Permit,2021-06-02 13:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-971,Commercial Building Permit,2021-06-02 12:45:00,Residential,Residential Single Family
Building & Trades Permits,B-21-886,Commercial Building Permit,2021-06-01 19:02:00,Residential,Modular Home
Building & Trades Permits,B-21-1226,Commercial Building Permit,2021-06-01 18:57:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1227,Commercial Building Permit,2021-06-01 18:56:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1228,Commercial Building Permit,2021-06-01 18:55:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1209,Commercial Building Permit,2021-06-01 18:54:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1242,Commercial Building Permit,2021-06-01 18:46:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1251,Commercial Building Permit,2021-06-01 13:22:00,Residential,Residential Single Family
Building & Trades Permits,B-21-404,Commercial Building Permit,2021-05-31 12:03:00,Residential,Residential Single Family
Building & Trades Permits,B-21-215,Commercial Building Permit,2021-05-29 12:55:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1212,Commercial Building Permit,2021-05-28 20:10:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1213,Commercial Building Permit,2021-05-28 20:09:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1214,Commercial Building Permit,2021-05-28 20:07:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1216,Commercial Building Permit,2021-05-28 20:05:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1199,Commercial Building Permit,2021-05-28 15:12:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1175,Commercial Building Permit,2021-05-28 14:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1215,Commercial Building Permit,2021-05-28 14:46:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1181,Commercial Building Permit,2021-05-28 11:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1148,Commercial Building Permit,2021-05-28 11:49:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1193,Commercial Building Permit,2021-05-27 19:29:00,Residential,Residential Single Family
